drone_count,scene_key,target_class,combination_count,oracle_expected_target_threshold_strict_quality_iou50,oracle_expected_target_threshold_ap50_95,fusion_noisy_or_max_iou_quality,fusion_support_weighted_or_quality,gap_noisy_or_vs_oracle,gap_support_weighted_vs_oracle
2,S0-SM_tree20,tree,78,0.9488584058477206,0.8758122408353003,0.9771799357455652,0.9637276350047511,0.028321529897844533,0.014869229157030484
2,S0-SM_tree21,tree,120,0.9550307753828683,0.8383677909084525,0.982878528099997,0.9744534900296241,0.027847752717128693,0.019422714646755823
2,S0-SM_tree22,tree,78,0.9515394463357552,0.8332358608458262,0.9836086341331103,0.9605792058395736,0.032069187797355125,0.009039759503818412
2,S0-SM_tree23,tree,78,0.9619302163532109,0.9722902042014369,0.9853527948595772,0.9785012034648768,0.02342257850636631,0.016570987111665936
2,S0-SM_tree24,tree,36,0.9554095132285371,0.9903139467247658,0.9804189831379566,0.9710503615529318,0.025009469909419546,0.01564084832439472
2,S0-SM_tree25,tree,105,0.9632119195574017,0.9752303628321521,0.9865868820778645,0.9800338565207518,0.023374962520462783,0.016821936963350104
2,S0-SM_tree26,tree,78,0.9629087778389587,0.9013527476905844,0.9854378526566959,0.9754483386119094,0.02252907481773725,0.012539560772950709
2,S0-SM_tree27,tree,36,0.962377526822328,0.9670304238796233,0.9843003034611115,0.977247251805676,0.021922776638783503,0.014869724983347932
2,S0-SM_tree28,tree,45,0.9556932443303938,0.9540376711880398,0.981369386136755,0.9755070332865158,0.02567614180636113,0.019813788956121958
2,S0-SM_tree29,tree,21,0.9581166896480744,0.9367606895830691,0.9868778252103131,0.9775667133021889,0.028761135562238693,0.019450023654114523
