group,target_class,subset_name,player_count,base_coalition_mask,base_coalition_size,base_coalition_members,candidate_player_index,candidate_viewpoint,expanded_coalition_mask,expanded_coalition_size,expanded_coalition_members,base_value,expanded_value,delta_value,rank_within_base_coalition
overall,all,edges_az135_225,8,17,2,ellow-radmid-az135 + elmid-radfar-az135,2,ellow-radmid-az225,19,3,ellow-radmid-az135 + ellow-radmid-az225 + elmid-radfar-az135,0.3157283471557525,0.4372742746017373,0.1215459274459848,6
overall,all,edges_az135_225,8,18,2,ellow-radmid-az225 + elmid-radfar-az135,3,elmid-radnear-az135,22,3,ellow-radmid-az225 + elmid-radnear-az135 + elmid-radfar-az135,0.30883763084966465,0.49188472780092984,0.1830470969512652,1
overall,all,edges_az135_225,8,18,2,ellow-radmid-az225 + elmid-radfar-az135,8,elhigh-radmid-az225,146,3,ellow-radmid-az225 + elmid-radfar-az135 + elhigh-radmid-az225,0.30883763084966465,0.4563106769040653,0.14747304605440065,2
overall,all,edges_az135_225,8,18,2,ellow-radmid-az225 + elmid-radfar-az135,6,elmid-radfar-az225,50,3,ellow-radmid-az225 + elmid-radfar-az135 + elmid-radfar-az225,0.30883763084966465,0.4548593781106173,0.14602174726095263,3
overall,all,edges_az135_225,8,18,2,ellow-radmid-az225 + elmid-radfar-az135,7,elhigh-radmid-az135,82,3,ellow-radmid-az225 + elmid-radfar-az135 + elhigh-radmid-az135,0.30883763084966465,0.44785717685902127,0.13901954600935662,4
overall,all,edges_az135_225,8,18,2,ellow-radmid-az225 + elmid-radfar-az135,4,elmid-radnear-az225,26,3,ellow-radmid-az225 + elmid-radnear-az225 + elmid-radfar-az135,0.30883763084966465,0.43760099013338377,0.12876335928371913,5
overall,all,edges_az135_225,8,18,2,ellow-radmid-az225 + elmid-radfar-az135,1,ellow-radmid-az135,19,3,ellow-radmid-az135 + ellow-radmid-az225 + elmid-radfar-az135,0.30883763084966465,0.4372742746017373,0.12843664375207264,6
overall,all,edges_az135_225,8,20,2,elmid-radnear-az135 + elmid-radfar-az135,6,elmid-radfar-az225,52,3,elmid-radnear-az135 + elmid-radfar-az135 + elmid-radfar-az225,0.3940770996682954,0.5336604708514128,0.13958337118311737,1
overall,all,edges_az135_225,8,20,2,elmid-radnear-az135 + elmid-radfar-az135,8,elhigh-radmid-az225,148,3,elmid-radnear-az135 + elmid-radfar-az135 + elhigh-radmid-az225,0.3940770996682954,0.5287914098968438,0.1347143102285484,2
overall,all,edges_az135_225,8,20,2,elmid-radnear-az135 + elmid-radfar-az135,7,elhigh-radmid-az135,84,3,elmid-radnear-az135 + elmid-radfar-az135 + elhigh-radmid-az135,0.3940770996682954,0.5253828588965422,0.13130575922824683,3
overall,all,edges_az135_225,8,20,2,elmid-radnear-az135 + elmid-radfar-az135,4,elmid-radnear-az225,28,3,elmid-radnear-az135 + elmid-radnear-az225 + elmid-radfar-az135,0.3940770996682954,0.5172390405852886,0.12316194091699317,4
overall,all,edges_az135_225,8,20,2,elmid-radnear-az135 + elmid-radfar-az135,1,ellow-radmid-az135,21,3,ellow-radmid-az135 + elmid-radnear-az135 + elmid-radfar-az135,0.3940770996682954,0.5043473296860314,0.11027023001773595,5
overall,all,edges_az135_225,8,20,2,elmid-radnear-az135 + elmid-radfar-az135,2,ellow-radmid-az225,22,3,ellow-radmid-az225 + elmid-radnear-az135 + elmid-radfar-az135,0.3940770996682954,0.49188472780092984,0.09780762813263444,6
overall,all,edges_az135_225,8,24,2,elmid-radnear-az225 + elmid-radfar-az135,3,elmid-radnear-az135,28,3,elmid-radnear-az135 + elmid-radnear-az225 + elmid-radfar-az135,0.31603590388665453,0.5172390405852886,0.20120313669863404,1
overall,all,edges_az135_225,8,24,2,elmid-radnear-az225 + elmid-radfar-az135,8,elhigh-radmid-az225,152,3,elmid-radnear-az225 + elmid-radfar-az135 + elhigh-radmid-az225,0.31603590388665453,0.4757778670730206,0.15974196318636608,2
overall,all,edges_az135_225,8,24,2,elmid-radnear-az225 + elmid-radfar-az135,6,elmid-radfar-az225,56,3,elmid-radnear-az225 + elmid-radfar-az135 + elmid-radfar-az225,0.31603590388665453,0.45707945261393995,0.14104354872728542,3
overall,all,edges_az135_225,8,24,2,elmid-radnear-az225 + elmid-radfar-az135,1,ellow-radmid-az135,25,3,ellow-radmid-az135 + elmid-radnear-az225 + elmid-radfar-az135,0.31603590388665453,0.4398006319805263,0.12376472809387179,4
overall,all,edges_az135_225,8,24,2,elmid-radnear-az225 + elmid-radfar-az135,2,ellow-radmid-az225,26,3,ellow-radmid-az225 + elmid-radnear-az225 + elmid-radfar-az135,0.31603590388665453,0.43760099013338377,0.12156508624672924,5
