relation_type,relation_group,coalition_size,fusion_method,fusion_label,num_coalitions,mean_score,found_rate,average_precision,auc,precision,recall,f1,best_threshold,mean_delta_vs_best_single
radius_relation,same_radius,2,noisy_or_score,Noisy-OR,169740,0.6260763741623011,0.676740897843761,0.9999999999999999,1.0,1.0,1.0,1.0,0.001723152701742947,0.011472391426285625
radius_relation,same_radius,2,product_score,Product,169740,0.21882974191716653,0.676740897843761,0.804938585653698,0.6982893705928441,0.676740897843761,1.0,0.8072098661326025,0.0,-0.39577424081884915
radius_relation,same_radius,2,log_product_score,Log-product,169740,-29.28222011243964,0.676740897843761,0.9999999999999999,1.0,1.0,1.0,1.0,-33.99462081520785,-29.896824095175656
radius_relation,different_radius,3,max_score,Max,92106,0.732903719558059,0.7969404816190042,1.0,1.0,1.0,1.0,1.0,0.0017231527017429,0.0
radius_relation,different_radius,3,mean_score,Mean,92106,0.42291804727562915,0.7969404816190042,0.9999999999999999,1.0,1.0,1.0,1.0,0.0005743842339143,-0.3099856722824298
radius_relation,different_radius,3,noisy_or_score,Noisy-OR,92106,0.7518894388300159,0.7969404816190042,1.0,1.0,1.0,1.0,1.0,0.001723152701742947,0.018985719271956886
radius_relation,different_radius,3,product_score,Product,92106,0.13714620876120087,0.7969404816190042,0.8429368388812526,0.6132583136929008,0.7969404816190042,1.0,0.8869970817296945,0.0,-0.5957575107968582
radius_relation,different_radius,3,log_product_score,Log-product,92106,-43.884772958193516,0.7969404816190042,1.0,1.0,1.0,1.0,1.0,-61.6256419311364,-44.61767667775158
radius_relation,same_radius,3,max_score,Max,10394,0.7351656401366296,0.7985376178564556,1.0,1.0,1.0,1.0,1.0,0.0148688936606049,0.0
radius_relation,same_radius,3,mean_score,Mean,10394,0.42537147468707637,0.7985376178564556,1.0,1.0,1.0,1.0,1.0,0.0049562978868683,-0.3097941654495532
radius_relation,same_radius,3,noisy_or_score,Noisy-OR,10394,0.7539015698621512,0.7985376178564556,1.0,1.0,1.0,1.0,1.0,0.014868893660604954,0.0187359297255217
radius_relation,same_radius,3,product_score,Product,10394,0.14334344976032976,0.7985376178564556,0.845844868795946,0.6174096385542168,0.7985376178564556,1.0,0.8879854498769658,0.0,-0.5918221903762997
radius_relation,same_radius,3,log_product_score,Log-product,10394,-43.71378413913225,0.7985376178564556,1.0,1.0,1.0,1.0,1.0,-59.4705261538341,-44.44894977926888
